,order_id,quantity,item_name,choice_description,item_price,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,total_cost
422,185,2,chicken soft tacos,Fresh Tomato Salsa  Sour Cream  Lettuce,17.5,Fresh Tomato Salsa, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,35.0
423,186,1,chicken soft tacos,Tomatillo-Red Chili Salsa  Hot   Roasted Chili Corn Salsa  Medium   Guacamole  Cheese  Sour Cream,10.98,Tomatillo-Red Chili Salsa (Hot), Roasted Chili Corn Salsa (Medium), Guacamole, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,10.98
424,186,1,steak bowl,Roasted Chili Corn Salsa  Medium   Tomatillo-Red Chili Salsa  Hot   Rice  Cheese  Sour Cream  Guacamole,11.48,Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.48
425,186,1,barbacoa crispy tacos,Roasted Chili Corn Salsa  Medium   Tomatillo-Red Chili Salsa  Hot   Cheese  Sour Cream  Guacamole,11.48,Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.48
426,186,1,izze,Grapefruit,3.39,Grapefruit,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3.39
427,187,1,steak burrito,Tomatillo-Red Chili Salsa  Hot   Rice  Cheese  Sour Cream  Lettuce,8.99,Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
428,187,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
429,188,1,carnitas bowl,Tomatillo-Red Chili Salsa  Hot   Black Beans  Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.99,Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,8.99
430,188,1,canned soda,Coca Cola,1.09,Coca Cola,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
431,189,1,veggie burrito,Roasted Chili Corn Salsa  Medium   Fresh Tomato Salsa  Mild   Rice  Black Beans  Pinto Beans  Fajita Veggies  Guacamole  Lettuce,10.98,Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild), Rice, Black Beans, Pinto Beans, Fajita Veggies, Guacamole, Lettuce,Not Specified,Not Specified,10.98
432,189,1,nantucket nectar,Pomegranate Cherry,3.39,Pomegranate Cherry,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3.39
433,190,1,steak crispy tacos,Roasted Chili Corn Salsa  Medium   Tomatillo-Green Chili Salsa  Medium   Rice  Black Beans  Cheese  Sour Cream,8.99,Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,8.99
434,190,1,canned soda,Dr  Pepper,1.09,Dr. Pepper,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
435,191,1,steak burrito,Tomatillo Green Chili Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Lettuce,9.25,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
436,191,1,chicken soft tacos,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Lettuce,8.75,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
437,192,1,chicken burrito,Roasted Chili Corn Salsa  Rice  Fajita Vegetables  Black Beans  Sour Cream  Cheese  Lettuce  Guacamole,11.25,Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,11.25
438,192,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
439,192,1,chips and tomatillo red chili salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
440,192,1,steak bowl,Tomatillo Red Chili Salsa  Rice  Pinto Beans  Cheese,9.25,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
441,193,3,bowl,Braised Carnitas  Pinto Beans  Sour Cream  Cheese  Cilantro-Lime Rice,22.2,Braised Carnitas, Pinto Beans, Sour Cream, Cheese, Cilantro-Lime Rice,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,66.6
442,194,1,chicken burrito,Roasted Chili Corn Salsa  Medium   Rice  Fajita Veggies  Cheese,8.49,Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
443,194,1,steak burrito,Fresh Tomato Salsa  Mild   Black Beans  Rice  Cheese  Sour Cream  Lettuce,8.99,Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.99
444,195,1,chicken burrito,Fresh Tomato Salsa  Rice  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
445,195,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
446,195,1,barbacoa burrito,Fresh Tomato Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.75
447,195,1,chicken burrito,Fresh Tomato Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream,8.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
448,195,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
449,195,1,carnitas soft tacos,Fresh Tomato Salsa  Sour Cream  Lettuce,9.25,Fresh Tomato Salsa, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
450,195,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
451,195,1,veggie salad bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
452,196,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
453,196,1,chicken burrito,Fresh Tomato Salsa  Black Beans  Cheese  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Black Beans, Cheese, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
454,196,1,chips and fresh tomato salsa,none,2.95,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.95
455,196,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
456,197,1,chicken bowl,Fresh Tomato Salsa  Mild   Black Beans  Rice  Fajita Veggies  Cheese  Sour Cream  Lettuce,8.49,Fresh Tomato Salsa (Mild), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,8.49
457,197,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
458,198,1,carnitas burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.75
459,198,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
460,199,1,chicken bowl,Tomatillo Green Chili Salsa  Rice  Black Beans  Cheese,8.75,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
461,199,1,chicken bowl,Roasted Chili Corn Salsa  Rice  Fajita Vegetables  Black Beans  Sour Cream  Cheese  Lettuce,8.75,Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,8.75
462,199,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
463,200,1,veggie burrito,Fresh Tomato Salsa  Mild   Pinto Beans  Rice  Cheese  Sour Cream,8.49,Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
464,200,1,chips and guacamole,none,3.99,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3.99
465,201,1,veggie burrito,Fresh Tomato Salsa  Mild   Pinto Beans  Rice  Sour Cream  Cheese,8.49,Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Sour Cream, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
466,201,1,chips and guacamole,none,3.99,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3.99
467,202,1,barbacoa bowl,Tomatillo-Green Chili Salsa  Medium   Roasted Chili Corn Salsa  Medium   Black Beans  Rice  Cheese  Guacamole,11.48,Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.48
468,202,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
469,202,1,canned soda,Diet Dr  Pepper,1.09,Diet Dr. Pepper,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.09
470,203,1,chicken soft tacos,Roasted Chili Corn Salsa  Rice  Cheese  Lettuce  Guacamole,11.25,Roasted Chili Corn Salsa, Rice, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
471,203,1,bottled water,none,1.5,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.5
472,204,1,chicken burrito,Fresh Tomato  Mild   Guacamole  Lettuce  Rice  Fajita Veggies  Sour Cream  Cheese,10.58,Fresh Tomato (Mild), Guacamole, Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese,Not Specified,Not Specified,Not Specified,10.58
473,204,1,side of chips,none,1.69,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.69
474,205,1,carnitas burrito,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Sour Cream  Lettuce,9.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,9.25
475,205,1,veggie burrito,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,11.25
476,205,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Black Beans  Cheese,8.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
477,205,1,steak burrito,Tomatillo Red Chili Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,9.25,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,9.25
478,205,1,chicken burrito,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
479,205,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,11.25,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,Not Specified,11.25
480,205,1,barbacoa crispy tacos,Fresh Tomato Salsa  Guacamole,11.75,Fresh Tomato Salsa, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.75
481,205,1,chicken burrito,Fresh Tomato Salsa  Cheese,8.75,Fresh Tomato Salsa, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
482,205,1,chicken burrito,Fresh Tomato Salsa  Rice  Cheese  Lettuce,8.75,Fresh Tomato Salsa, Rice, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.75
483,205,1,chicken bowl,Fresh Tomato Salsa  Rice  Black Beans  Cheese  Sour Cream  Lettuce,8.75,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,8.75
484,205,1,chips,none,2.15,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,2.15
485,206,1,chicken bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Guacamole,11.25,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.25
486,206,1,steak bowl,Fresh Tomato Salsa  Fajita Vegetables  Rice  Cheese  Sour Cream  Guacamole,11.75,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.75
487,206,2,canned soft drink,Diet Coke,2.5,Diet Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,5.0
488,206,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
489,207,1,steak soft tacos,Fresh Tomato Salsa  Sour Cream  Cheese,9.25,Fresh Tomato Salsa, Sour Cream, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
490,207,1,chips and guacamole,none,4.45,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,4.45
491,207,1,veggie salad bowl,Fresh Tomato Salsa  Rice  Lettuce  Guacamole  Fajita Vegetables  Cheese  Sour Cream  Black Beans,11.25,Fresh Tomato Salsa, Rice, Lettuce, Guacamole, Fajita Vegetables, Cheese, Sour Cream, Black Beans,Not Specified,Not Specified,11.25
492,208,1,veggie burrito,Fresh Tomato Salsa  Mild   Pinto Beans  Cheese,8.49,Fresh Tomato Salsa (Mild), Pinto Beans, Cheese,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
493,208,1,chips and guacamole,none,3.99,none,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,3.99
494,209,1,steak bowl,Tomatillo Green Chili Salsa  Fajita Vegetables  Rice  Lettuce,9.25,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
495,209,1,steak bowl,Fresh Tomato Salsa  Rice  Cheese  Sour Cream,9.25,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
496,210,1,chicken bowl,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Black Beans  Guacamole,11.25,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
497,210,1,barbacoa burrito,Tomatillo Green Chili Salsa  Rice  Black Beans  Cheese  Lettuce,9.25,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Lettuce,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,9.25
498,211,1,steak burrito,Roasted Chili Corn Salsa  Rice  Black Beans  Sour Cream  Lettuce  Guacamole,11.75,Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,11.75
499,211,1,chicken soft tacos,Roasted Chili Corn Salsa  Rice  Cheese  Lettuce  Guacamole,11.25,Roasted Chili Corn Salsa, Rice, Cheese, Lettuce, Guacamole,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,11.25
500,212,1,canned soft drink,Lemonade,1.25,Lemonade,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
501,212,2,carnitas bowl,Roasted Chili Corn Salsa  Fajita Vegetables  Rice  Black Beans  Cheese  Sour Cream  Guacamole  Lettuce,23.5,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,Not Specified,Not Specified,47.0
502,212,1,canned soft drink,Coke,1.25,Coke,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,1.25
503,213,1,steak burrito,Tomatillo-Red Chili Salsa  Hot   Rice,8.99,Tomatillo-Red Chili Salsa (Hot), Rice,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.99
504,213,1,chicken bowl,Tomatillo-Red Chili Salsa  Hot   Rice,8.49,Tomatillo-Red Chili Salsa (Hot), Rice,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,8.49
